"Simplified"	"Traditional"	"Pinyin"	"Level"	"Parent"	"Meaning"
"胆小"	"膽小"	"dănxiăo"	"6"	""	"cowardice"
"蛋白质"	"蛋白質"	"dànbáizhí"	"6"	""	"protein"
"诞"	"誕"	"dàn"	"6"	"誕生"	"birth"
"诞生"	"誕生"	"dànshēng"	"6"	""	"to be born"
"当初"	"當初"	"dāngchū"	"6"	""	"at that time"
"当时"	"當時"	"dāngshí"	"6"	""	"then"
"当选"	"當選"	"dāngxuăn"	"6"	""	"to be elected"
"挡"	"擋"	"dăng"	"6"	""	"to resist"
"档"	"檔"	"dǎng"	"6"	"檔案"	"official records"
"档案"	"檔案"	"dăngàn"	"6"	""	"file"
"导游"	"導遊"	"dăoyóu"	"6"	""	"tour guide"
"到达"	"到達"	"dàodá"	"6"	""	"to reach"
"得奖"	"得獎"	"déjiăng"	"6"	""	"to win a prize"
"登记"	"登記"	"dēngjì"	"6"	""	"to register (one's name)"
"等级"	"等級"	"děngjí"	"6"	""	"grade"
"等于"	"等於"	"děngyú"	"6"	""	"to equal"
"的确"	"的確"	"díquè"	"6"	""	"really"
"递"	"遞"	"dì"	"6"	""	"to hand over"
"典礼"	"典禮"	"diănlĭ"	"6"	""	"celebration"
"点燃"	"點燃"	"diănrán"	"6"	""	"to ignite"
"点头"	"點頭"	"diăntóu"	"6"	""	"to nod"
"垫"	"墊"	"diàn"	"6"	""	"pad"
"电报"	"電報"	"diànbào"	"6"	""	"telegram"
"电动"	"電動"	"diàndòng"	"6"	""	"electric-powered"
"电扇"	"電扇"	"diànshàn"	"6"	""	"electric fan"
"电线"	"電線"	"diànxiàn"	"6"	""	"wire"
"电子"	"電子"	"diànzĭ"	"6"	""	"electronic"
"钓"	"釣"	"diào"	"6"	""	"to fish with a hook and bait"
"顶"	"頂"	"dǐng"	"6"	""	"apex"
"订婚"	"訂婚"	"dìnghūn"	"6"	""	"to get engaged"
"订位"	"訂位"	"dìngwèi"	"6"	""	"to reserve a seat"
"丢脸"	"丟臉"	"diūliăn"	"6"	""	"to lose face"
"丢人"	"丟人"	"diūrén"	"6"	""	"to lose face"
"冻"	"凍"	"dòng"	"6"	""	"to freeze"
"栋"	"棟"	"dòng"	"6"	""	"classifier for houses or buildings"
"动不动"	"動不動"	"dòngbudòng"	"6"	""	"apt to happen (usually of sth undesirable)"
"动词"	"動詞"	"dòngcí"	"6"	""	"verb"
"动人"	"動人"	"dòngrén"	"6"	""	"touching"
"动身"	"動身"	"dòngshēn"	"6"	""	"to go on a journey"
"动手"	"動手"	"dòngshǒu"	"6"	""	"to set about (a task)"
"动作"	"動作"	"dòngzuò"	"6"	""	"movement"
"斗"	"鬥"	"dòu"	"6"	"鬥爭"	"to fight"
"斗争"	"鬥爭"	"dòuzhēng"	"6"	""	"a struggle"
"独立"	"獨立"	"dúlì"	"6"	""	"independent"
"独自"	"獨自"	"dúzì"	"6"	""	"alone"
"赌"	"賭"	"dŭ"	"6"	""	"to bet"
"度过"	"度過"	"dùguò"	"6"	""	"to pass"
"锻"	"鍛"	"duàn"	"6"	"鍛鍊"	"to forge"
"炼"	"鍊"	"liàn"	"6"	"鍛鍊"	"variant of 鏈|链[lian4], chain"
"锻炼"	"鍛鍊"	"duànliàn"	"6"	""	"to toughen"
"队员"	"隊員"	"duìyuán"	"6"	""	"team member"
"对岸"	"對岸"	"duìàn"	"6"	""	"opposite bank (of a body of water)"
"对策"	"對策"	"duìcè"	"6"	""	"countermeasure for dealing with a situation"
"对待"	"對待"	"duìdài"	"6"	""	"to treat"
"对付"	"對付"	"duìfù"	"6"	""	"to handle"
"对抗"	"對抗"	"duìkàng"	"6"	""	"to withstand"
"对立"	"對立"	"duìlì"	"6"	""	"to oppose"
"对于"	"對於"	"duìyú"	"6"	""	"regarding"
"吨"	"噸"	"dùn"	"6"	""	"ton (loanword)"
"多数"	"多數"	"duōshù"	"6"	""	"majority"
"多谢"	"多謝"	"duōxiè"	"6"	""	"many thanks"
"夺"	"奪"	"duó"	"6"	""	"to seize"
"鹅"	"鵝"	"é"	"6"	""	"goose"
"恶劣"	"惡劣"	"èliè"	"6"	""	"vile"
"发动"	"發動"	"fādòng"	"6"	""	"to start"
"发抖"	"發抖"	"fādŏu"	"6"	""	"to tremble"
"发起"	"發起"	"fāqĭ"	"6"	""	"to originate"
"发射"	"發射"	"fāshè"	"6"	""	"to shoot (a projectile)"
"发行"	"發行"	"fāxíng"	"6"	""	"to publish"
"发言"	"發言"	"fāyán"	"6"	""	"to make a speech"
"发扬"	"發揚"	"fāyáng"	"6"	""	"to develop"
"发音"	"發音"	"fāyīn"	"6"	""	"to pronounce"
"发展"	"發展"	"fāzhăn"	"6"	""	"development"
"发型"	"髮型"	"făxíng"	"6"	""	"hairstyle"
"荣"	"榮"	"róng"	"6"	"繁榮"	"glory"
"繁荣"	"繁榮"	"fánróng"	"6"	""	"prosperous"
"反对"	"反對"	"fănduì"	"6"	""	"to fight against"
"反复"	"反覆"	"fănfù"	"6"	""	"repeatedly"
"反问"	"反問"	"fănwèn"	"6"	""	"to ask (a question) in reply"
"犯错"	"犯錯"	"fàncuò"	"6"	""	"to err"
"弃"	"棄"	"qì"	"6"	"放棄"	"to abandon"
"放弃"	"放棄"	"fàngqì"	"6"	""	"to renounce"
"放学"	"放學"	"fàngxué"	"6"	""	"to dismiss students at the end of the school day"
"废"	"廢"	"fèi"	"6"	"廢話"	"to abolish"
"废话"	"廢話"	"fèihuà"	"6"	""	"nonsense"
"废气"	"廢氣"	"fèiqì"	"6"	""	"exhaust gas"
"废水"	"廢水"	"fèishuǐ"	"6"	""	"waste water"
"废物"	"廢物"	"fèiwù"	"6"	""	"rubbish"
"分别"	"分別"	"fēnbié"	"6"	""	"to part or leave each other"
"分数"	"分數"	"fēnshù"	"6"	""	"(exam) grade"
"纷"	"紛"	"fēn"	"6"	"紛紛"	"numerous"
"纷纷"	"紛紛"	"fēnfēn"	"6"	""	"one after another"
"粉笔"	"粉筆"	"fěnbĭ"	"6"	""	"chalk"
"奋斗"	"奮鬥"	"fèndòu"	"6"	""	"to strive"
"愤"	"憤"	"fèn"	"6"	"憤怒"	"indignant"
"愤怒"	"憤怒"	"fènnù"	"6"	""	"angry"
"风气"	"風氣"	"fēngqì"	"6"	""	"general mood"
"风趣"	"風趣"	"fēngqù"	"6"	""	"charm"
"风险"	"風險"	"fēngxiăn"	"6"	""	"risk"
"疯"	"瘋"	"fēng"	"6"	""	"insane"
"疯狂"	"瘋狂"	"fēngkuáng"	"6"	""	"crazy"
"疯子"	"瘋子"	"fēngzi"	"6"	""	"madman"
"缝"	"縫"	"féng"	"6"	""	"to sew"
"讽"	"諷"	"fěng"	"6"	"諷刺"	"to satirize"
"讽刺"	"諷刺"	"fèngcì"	"6"	""	"to satirize"
"否认"	"否認"	"fŏurèn"	"6"	""	"to declare to be untrue"
"符号"	"符號"	"fúhào"	"6"	""	"symbol"
"辅"	"輔"	"fǔ"	"6"	"輔導"	"to assist"
"辅导"	"輔導"	"fŭdăo"	"6"	""	"to give guidance"
"妇女"	"婦女"	"fùnǚ"	"6"	""	"woman"
"复杂"	"複雜"	"fùzá"	"6"	""	"complicated"
"制"	"製"	"zhì"	"6"	"複製"	"to manufacture"
"复制"	"複製"	"fùzhì"	"6"	""	"to duplicate"
"干杯"	"乾杯"	"gānbēi"	"6"	""	"to drink a toast"
"干脆"	"乾脆"	"gāncuì"	"6"	""	"straightforward"
"赶紧"	"趕緊"	"gănjĭn"	"6"	""	"hurriedly"
"干部"	"幹部"	"gànbù"	"6"	""	"cadre"
"干嘛"	"幹嘛"	"gànma"	"6"	""	"what are you doing?"
"干什么"	"幹什麼"	"gànshénme"	"6"	""	"what are you doing?"
"钢笔"	"鋼筆"	"gāngbĭ"	"6"	""	"fountain pen"
"刚好"	"剛好"	"gānghăo"	"6"	""	"just"
"币"	"幣"	"bì"	"6"	"港幣"	"money"
"港币"	"港幣"	"găngbì"	"6"	""	"Hong Kong currency"
"高贵"	"高貴"	"gāoguì"	"6"	""	"grandeur"
"高级"	"高級"	"gāojí"	"6"	""	"high level"
"告辞"	"告辭"	"gàocí"	"6"	""	"to say goodbye"
"搁"	"擱"	"gē"	"6"	""	"to place"
"歌剧"	"歌劇"	"gējù"	"6"	""	"Western opera"
"各行各业"	"各行各業"	"gèhánggèyè"	"6"	""	"every trade"
"个别"	"個別"	"gèbié"	"6"	""	"individual"
"个性"	"個性"	"gèxìng"	"6"	""	"individuality"
"工会"	"工會"	"gōnghuì"	"6"	""	"labor union"
"工钱"	"工錢"	"gōngqián"	"6"	""	"salary"
"工资"	"工資"	"gōngzī"	"6"	""	"wages"
"公开"	"公開"	"gōngkāi"	"6"	""	"public"
"供应"	"供應"	"gōngyìng"	"6"	""	"to supply"
"构"	"構"	"gòu"	"6"	"構成"	"to construct"
"构成"	"構成"	"gòuchéng"	"6"	""	"to constitute"
"构造"	"構造"	"gòuzào"	"6"	""	"structure"
"孤单"	"孤單"	"gūdān"	"6"	""	"lone"
"估计"	"估計"	"gūjì"	"6"	""	"to estimate"
"励"	"勵"	"lì"	"6"	"鼓勵"	"to encourage"
"鼓励"	"鼓勵"	"gŭlì"	"6"	""	"to encourage"
"骨头"	"骨頭"	"gútou"	"6"	""	"bone"
"顾问"	"顧問"	"gùwèn"	"6"	""	"adviser"
"故乡"	"故鄉"	"gùxiāng"	"6"	""	"home"
"挂号信"	"掛號信"	"guàhàoxìn"	"6"	""	"registered letter"
"官员"	"官員"	"guānyuán"	"6"	""	"official (in an organization or government)"
"键"	"鍵"	"jiàn"	"6"	"關鍵"	"key (on a piano or computer keyboard)"
"关键"	"關鍵"	"guānjiàn"	"6"	""	"crucial point"
"关上"	"關上"	"guānshàng"	"6"	""	"to close (a door)"
"关于"	"關於"	"guānyú"	"6"	""	"pertaining to"
"观光"	"觀光"	"guānguāng"	"6"	""	"to tour"
"惯例"	"慣例"	"guànlì"	"6"	""	"convention"
"冠军"	"冠軍"	"guànjūn"	"6"	""	"champion"
"罐头"	"罐頭"	"guàntou"	"6"	""	"tin"
"临"	"臨"	"lín"	"6"	"光臨"	"to face"
"光临"	"光臨"	"guānglín"	"6"	""	"(formal) to honor with one's presence"
"光荣"	"光榮"	"guāngróng"	"6"	""	"honor and glory"
"光线"	"光線"	"guāngxiàn"	"6"	""	"light ray"
"广大"	"廣大"	"guăngdà"	"6"	""	"(of an area) vast or extensive"
"广泛"	"廣泛"	"guăngfàn"	"6"	""	"extensive"
"阔"	"闊"	"kuò"	"6"	"廣闊"	"rich"
"广阔"	"廣闊"	"guăngkuò"	"6"	""	"wide"
"规定"	"規定"	"guīdìng"	"6"	""	"provision"
"规律"	"規律"	"guīlǜ"	"6"	""	"rule (e.g. of science)"
"规则"	"規則"	"guīzé"	"6"	""	"rule"
"柜台"	"櫃臺"	"guìtái"	"6"	""	"variant of 櫃檯|柜台[gui4 tai2]"
"贵族"	"貴族"	"guìzú"	"6"	""	"lord"
"滚"	"滾"	"gŭn"	"6"	""	"to boil"
"锅"	"鍋"	"guō"	"6"	""	"pot"
"国会"	"國會"	"guóhuì"	"6"	""	"parliament"
"国籍"	"國籍"	"guójí"	"6"	""	"nationality"
"国际"	"國際"	"guójì"	"6"	""	"international"
"国立"	"國立"	"guólì"	"6"	""	"national"
"国旗"	"國旗"	"guóqí"	"6"	""	"flag (of a country)"
"国小"	"國小"	"guóxiăo"	"6"	""	"elementary school (Taiwan)"
"国中"	"國中"	"guózhōng"	"6"	""	"junior high school (Taiwan)"
"过程"	"過程"	"guòchéng"	"6"	""	"course of events"
"过度"	"過度"	"guòdù"	"6"	""	"excessive"
"过渡"	"過渡"	"guòdù"	"6"	""	"to cross over (by ferry)"
"过节"	"過節"	"guòjié"	"6"	""	"to celebrate a festival"
"滤"	"濾"	"lù:"	"6"	"過濾"	"to strain"
"过滤"	"過濾"	"guòlǜ"	"6"	""	"to filter"
"过期"	"過期"	"guòqí"	"6"	""	"to be overdue"
"过世"	"過世"	"guòshì"	"6"	""	"to die"
"还不如"	"還不如"	"háibùrú"	"6"	""	"to be better off ..."
"还有"	"還有"	"háiyŏu"	"6"	""	"furthermore"
"海关"	"海關"	"hăiguān"	"6"	""	"customs (i.e. border crossing inspection)"
"海军"	"海軍"	"hăijūn"	"6"	""	"navy"
"峡"	"峽"	"xiá"	"6"	"海峽"	"gorge"
"海峡"	"海峽"	"hăixiá"	"6"	""	"channel"
"海鲜"	"海鮮"	"hăixiān"	"6"	""	"seafood"
"害处"	"害處"	"hàichù"	"6"	""	"damage"
"行业"	"行業"	"hángyè"	"6"	""	"industry"
"毫无"	"毫無"	"háowú"	"6"	""	"not in the least"
"号召"	"號召"	"hàozhào"	"6"	""	"to call"
"合不来"	"合不來"	"hébulái"	"6"	""	"unable to get along together"
"合得来"	"合得來"	"hédelái"	"6"	""	"to get along well"
"合适"	"合適"	"héshì"	"6"	""	"suitable"
"和气"	"和氣"	"héqì"	"6"	""	"friendly"
"何况"	"何況"	"hékuàng"	"6"	""	"let alone"
"痕迹"	"痕跡"	"hénjī"	"6"	""	"vestige"
"横"	"橫"	"héng"	"6"	""	"horizontal"
"咙"	"嚨"	"lóng"	"6"	"喉嚨"	"throat"
"喉咙"	"喉嚨"	"hóulong"	"6"	""	"throat"
"后代"	"後代"	"hòudài"	"6"	""	"descendant"
"后方"	"後方"	"hòufāng"	"6"	""	"the rear"
"后果"	"後果"	"hòuguŏ"	"6"	""	"consequences"
"后悔"	"後悔"	"hòuhuĭ"	"6"	""	"to regret"
"后年"	"後年"	"hòunián"	"6"	""	"the year after next"
"后头"	"後頭"	"hòutou"	"6"	""	"behind"
"后退"	"後退"	"hòutuì"	"6"	""	"to recoil"
"后院"	"後院"	"hòuyuàn"	"6"	""	"rear court"
"忽视"	"忽視"	"hūshì"	"6"	""	"to neglect"
"胡"	"鬍"	"hú"	"6"	"鬍子"	"beard"
"胡子"	"鬍子"	"húzi"	"6"	""	"beard"
"户"	"戶"	"hù"	"6"	""	"a household"
"户外"	"戶外"	"hùwài"	"6"	""	"outdoor"
"花费"	"花費"	"huāfèi"	"6"	""	"expense"
"侨"	"僑"	"qiáo"	"6"	"華僑"	"emigrant"
"华侨"	"華僑"	"huáqiáo"	"6"	""	"overseas Chinese"
"华人"	"華人"	"huárén"	"6"	""	"ethnic Chinese person or people"
"化学"	"化學"	"huàxué"	"6"	""	"chemistry"
"化妆"	"化妝"	"huàzhuāng"	"6"	""	"to put on makeup"
"化装"	"化裝"	"huàzhuāng"	"6"	""	"(of actors) to make up"
"怀"	"懷"	"huái"	"6"	"懷念"	"bosom"
"怀念"	"懷念"	"huáiniàn"	"6"	""	"to cherish the memory of"
"怀孕"	"懷孕"	"huáiyùn"	"6"	""	"pregnant"
"坏蛋"	"壞蛋"	"huàidàn"	"6"	""	"bad egg"
"欢呼"	"歡呼"	"huānhū"	"6"	""	"to cheer for"
"欢乐"	"歡樂"	"huānlè"	"6"	""	"gaiety"
"欢喜"	"歡喜"	"huānxĭ"	"6"	""	"happy"
"缓"	"緩"	"huǎn"	"6"	"緩和"	"slow"
"缓和"	"緩和"	"huănhé"	"6"	""	"to ease (tension)"
"缓慢"	"緩慢"	"huănmàn"	"6"	""	"slow"
"黄豆"	"黃豆"	"huángdòu"	"6"	""	"soybean"
"黄昏"	"黃昏"	"huánghūn"	"6"	""	"dusk"
"回电"	"回電"	"huídiàn"	"6"	""	"to reply to a telegram"
"回头"	"回頭"	"huítóu"	"6"	""	"to turn round"
"回忆"	"回憶"	"huíyì"	"6"	""	"to recall"
"汇款"	"匯款"	"huìkuăn"	"6"	""	"to remit money"
"会员"	"會員"	"huìyuán"	"6"	""	"member"
"活该"	"活該"	"huógāi"	"6"	""	"(coll.) serve sb right"
"泼"	"潑"	"pō"	"6"	"活潑"	"to splash"
"活泼"	"活潑"	"huópō"	"6"	""	"lively"
"跃"	"躍"	"yuè"	"6"	"活躍"	"to jump"
"活跃"	"活躍"	"huóyuè"	"6"	""	"active"
"灾"	"災"	"zāi"	"6"	"火災"	"disaster"
"火灾"	"火災"	"huŏzāi"	"6"	""	"fire (that burns buildings etc)"
"货物"	"貨物"	"huòwù"	"6"	""	"goods"
"获得"	"獲得"	"huòdé"	"6"	""	"to obtain"
"几乎"	"幾乎"	"jīhū"	"6"	""	"almost"
"机构"	"機構"	"jīgòu"	"6"	""	"mechanism"
"机关"	"機關"	"jīguān"	"6"	""	"mechanism"
"机票"	"機票"	"jīpiào"	"6"	""	"air ticket"
"机械"	"機械"	"jīxiè"	"6"	""	"machine"
"及时"	"及時"	"jíshí"	"6"	""	"in time"
"即将"	"即將"	"jíjiāng"	"6"	""	"on the eve of"
"极其"	"極其"	"jíqí"	"6"	""	"extremely"
"集邮"	"集郵"	"jíyóu"	"6"	""	"stamp collecting"
"技术"	"技術"	"jìshù"	"6"	""	"technology"
"计算"	"計算"	"jìsuàn"	"6"	""	"to count"
"计较"	"計較"	"jìjiào"	"6"	""	"to bother about"
"记性"	"記性"	"jìxìng"	"6"	""	"memory (ability to retain information)"
"载"	"載"	"zài"	"6"	"記載"	"to record in writing"
"记载"	"記載"	"jìzài"	"6"	""	"to write down"
"记住"	"記住"	"jìzhù"	"6"	""	"to remember"
"夹"	"夾"	"jiá"	"6"	""	"to press from either side"
"驾"	"駕"	"jià"	"6"	"駕駛"	"to harness"
"驶"	"駛"	"shǐ"	"6"	"駕駛"	"to gallop"
"驾驶"	"駕駛"	"jiàshĭ"	"6"	""	"to pilot (ship, airplane etc)"
"锐"	"銳"	"ruì"	"6"	"尖銳"	"acute"
"尖锐"	"尖銳"	"jiānruì"	"6"	""	"sharp"
"坚定"	"堅定"	"jiāndìng"	"6"	""	"firm"
"坚决"	"堅決"	"jiānjué"	"6"	""	"firm"
"监"	"監"	"jiān"	"6"	"監視"	"to supervise"
"监视"	"監視"	"jiānshì"	"6"	""	"to monitor"
"狱"	"獄"	"yù"	"6"	"監獄"	"prison"
"监狱"	"監獄"	"jiānyù"	"6"	""	"prison"
"拣"	"揀"	"jiăn"	"6"	""	"to choose"
"捡"	"撿"	"jiăn"	"6"	""	"to pick up"
"检验"	"檢驗"	"jiănyàn"	"6"	""	"to inspect"
"建国"	"建國"	"jiànguó"	"6"	""	"to found a country"
"筑"	"築"	"zhù"	"6"	"建築"	"to build"
"建筑"	"建築"	"jiànzhú"	"6"	""	"to construct"
"渐"	"漸"	"jiàn"	"6"	"漸漸"	"to imbue"
"渐渐"	"漸漸"	"jiànjiàn"	"6"	""	"gradually"
"间接"	"間接"	"jiànjiē"	"6"	""	"indirect"
"键盘"	"鍵盤"	"jiànpán"	"6"	""	"keyboard"
"将要"	"將要"	"jiāngyào"	"6"	""	"will"
"奖金"	"獎金"	"jiăngjīn"	"6"	""	"premium"
"奖品"	"獎品"	"jiăngpĭn"	"6"	""	"award"
"降价"	"降價"	"jiàngjià"	"6"	""	"to cut the price"
"浇"	"澆"	"jiāo"	"6"	""	"to pour liquid"
"交换"	"交換"	"jiāohuàn"	"6"	""	"to exchange"
"交际"	"交際"	"jiāojì"	"6"	""	"communication"
"缴"	"繳"	"jiăo"	"6"	""	"to hand in"
"脚步"	"腳步"	"jiăobù"	"6"	""	"footstep"
"教会"	"教會"	"jiàohuì"	"6"	""	"to show"
"教学"	"教學"	"jiàoxué"	"6"	""	"to teach"
"接见"	"接見"	"jiējiàn"	"6"	""	"to receive sb"
"街头"	"街頭"	"jiētóu"	"6"	""	"street"
"阶"	"階"	"jiē"	"6"	"階段"	"rank or step"
"阶段"	"階段"	"jiēduàn"	"6"	""	"stage"
"节省"	"節省"	"jiéshěng"	"6"	""	"saving"
"节约"	"節約"	"jiéyuē"	"6"	""	"to economize"
"结构"	"結構"	"jiégòu"	"6"	""	"structure"
"结合"	"結合"	"jiéhé"	"6"	""	"to combine"
"结论"	"結論"	"jiélùn"	"6"	""	"conclusion"
"结算"	"結算"	"jiésuàn"	"6"	""	"to settle a bill"
"帐"	"帳"	"zhàng"	"6"	"結帳"	"covering veil"
"结帐"	"結帳"	"jiézhàng"	"6"	""	"to pay the bill"
"届"	"屆"	"jiè"	"6"	""	"to arrive at (place or time)"
"界线"	"界線"	"jièxiàn"	"6"	""	"limits"
"今后"	"今後"	"jīnhòu"	"6"	""	"hereafter"
"额"	"額"	"é"	"6"	"金額"	"forehead"
"金额"	"金額"	"jīné"	"6"	""	"sum of money"
"属"	"屬"	"shŭ"	"6"	"金屬"	"category"
"金属"	"金屬"	"jīnshŭ"	"6"	""	"metal"
"尽量"	"儘量, 盡量"	"jĭnliàng, jìnliàng"	"6, 7"	""	"as much as possible"
"紧急"	"緊急"	"jĭnjí"	"6"	""	"urgent"
"仅仅"	"僅僅"	"jĭnjĭn"	"6"	""	"barely"
"近来"	"近來"	"jìnlái"	"6"	""	"recently"
"近视"	"近視"	"jìnshì"	"6"	""	"shortsighted"
"尽力"	"盡力"	"jìnlì"	"6"	""	"to strive one's hardest"
"进入"	"進入"	"jìnrù"	"6"	""	"to enter"
"进口"	"進口"	"jìnkŏu"	"6"	""	"to import"
"精细"	"精細"	"jīngxì"	"6"	""	"fine"
"济"	"濟"	"jì"	"6"	"經濟"	"to cross a river"
"经济"	"經濟"	"jīngjì"	"6"	""	"economy"
"经历"	"經歷"	"jīnglì"	"6"	""	"experience"
"经营"	"經營"	"jīngyíng"	"6"	""	"to engage in (business etc)"
"京剧"	"京劇"	"jīngjù"	"6"	""	"Beijing opera"
"惊人"	"驚人"	"jīngrén"	"6"	""	"astonishing"
"敬爱"	"敬愛"	"jìngài"	"6"	""	"respect and love"
"敬礼"	"敬禮"	"jìnglĭ"	"6"	""	"to salute"
"净化"	"淨化"	"jìnghuà"	"6"	""	"to purify"
"竞"	"競"	"jìng"	"6"	"競爭"	"to compete"
"竞争"	"競爭"	"jìngzhēng"	"6"	""	"to compete"
"纠"	"糾"	"jiū"	"6"	"糾正"	"to gather together"
"纠正"	"糾正"	"jiūzhèng"	"6"	""	"to correct"
"酒会"	"酒會"	"jiŭhuì"	"6"	""	"drinking party"
"就是说"	"就是說"	"jiùshìshuō"	"6"	""	"in other words"
"就业"	"就業"	"jiùyè"	"6"	""	"to get a job"
"具备"	"具備"	"jùbèi"	"6"	""	"to possess"
"具体"	"具體"	"jùtĭ"	"6"	""	"concrete"
"俱乐部"	"俱樂部"	"jùlèbù"	"6"	""	"club (the organisation or its premises) (loanword)"
"剧场"	"劇場"	"jùchăng"	"6"	""	"theater"
"剧烈"	"劇烈"	"jùliè"	"6"	""	"violent"
"剧院"	"劇院"	"jùyuàn"	"6"	""	"theater"
"据说"	"據說"	"jùshuō"	"6"	""	"it is said that"
"卷"	"捲"	"juăn"	"6"	""	"to roll (up)"
"决心"	"決心"	"juéxīn"	"6"	""	"determination"
"绝不"	"絕不"	"juébù"	"6"	""	"in no way"
"绝大部分"	"絕大部分"	"juédàbùfèn"	"6"	""	"overwhelming majority"
"觉悟"	"覺悟"	"juéwù"	"6"	""	"to come to understand"
"军事"	"軍事"	"jūnshì"	"6"	""	"military affairs"
"开除"	"開除"	"kāichú"	"6"	""	"to expel"
"开刀"	"開刀"	"kāidāo"	"6"	""	"(of a surgeon) to perform an operation"
"开发"	"開發"	"kāifā"	"6"	""	"to exploit (a resource)"
"开户"	"開戶"	"kāihù"	"6"	""	"to open an account (bank etc)"
"开课"	"開課"	"kāikè"	"6"	""	"school begins"
"开明"	"開明"	"kāimíng"	"6"	""	"enlightened"
"开设"	"開設"	"kāishè"	"6"	""	"to offer (goods or services)"
"开拓"	"開拓"	"kāituò"	"6"	""	"to break new ground (for agriculture)"
"开演"	"開演"	"kāiyăn"	"6"	""	"(of a play, movie etc) to begin"
"看来"	"看來"	"kànlái"	"6"	""	"apparently"
"看样子"	"看樣子"	"kànyàngzi"	"6"	""	"it seems"
"抗议"	"抗議"	"kàngyì"	"6"	""	"to protest"
"虑"	"慮"	"lù:"	"6"	"考慮"	"to think over"
"考虑"	"考慮"	"kăolǜ"	"6"	""	"to think over"
"颗"	"顆"	"kē"	"6"	""	"classifier for small spheres, pearls, corn grains, teeth, hearts, satellites etc"
"客观"	"客觀"	"kèguān"	"6"	""	"objective"
"客户"	"客戶"	"kèhù"	"6"	""	"client"
"课外"	"課外"	"kèwài"	"6"	""	"extracurricular"
"口号"	"口號"	"kŏuhào"	"6"	""	"slogan"
"口红"	"口紅"	"kŏuhóng"	"6"	""	"lipstick"
"口气"	"口氣"	"kŏuqì"	"6"	""	"tone of voice"
"口试"	"口試"	"kŏushì"	"6"	""	"oral examination"
"口语"	"口語"	"kŏuyŭ"	"6"	""	"colloquial speech"
"夸奖"	"誇獎"	"kuājiăng"	"6"	""	"to praise"
"会计"	"會計"	"kuàijì"	"6"	""	"accountant"
"宽度"	"寬度"	"kuāndù"	"6"	""	"width"
"蜡"	"蠟"	"là"	"6"	"蠟燭"	"candle"
"烛"	"燭"	"zhú"	"6"	"蠟燭"	"candle"
"蜡烛"	"蠟燭"	"làzhú"	"6"	""	"candle"
"来回"	"來回"	"láihuí"	"6"	""	"to make a round trip"
"来临"	"來臨"	"láilín"	"6"	""	"to approach"
"来往"	"來往"	"láiwăng"	"6"	""	"to come and go"
"来信"	"來信"	"láixìn"	"6"	""	"incoming letter"
"来源"	"來源"	"láiyuán"	"6"	""	"source (of information etc)"
"来自"	"來自"	"láizì"	"6"	""	"to come from (a place)"
"篮子"	"籃子"	"lánzi"	"6"	""	"basket"
"懒"	"懶"	"lăn"	"6"	""	"lazy"
"懒得"	"懶得"	"lănde"	"6"	""	"not to feel like (doing sth)"
"烂"	"爛"	"làn"	"6"	""	"soft"
"滥"	"濫"	"làn"	"6"	"濫用"	"overflowing"
"滥用"	"濫用"	"lànyòng"	"6"	""	"to misuse"
"浪费"	"浪費"	"làngfèi"	"6"	""	"to waste"
"捞"	"撈"	"lāo"	"6"	""	"to fish up"
"骚"	"騷"	"sāo"	"6"	"牢騷"	"trouble"
"牢骚"	"牢騷"	"láosāo"	"6"	""	"discontent"
"劳"	"勞"	"láo"	"6"	"勞動"	"to toil"
"劳动"	"勞動"	"láodòng"	"6"	""	"work"
"劳工"	"勞工"	"láogōng"	"6"	""	"labor"
"劳力"	"勞力"	"láolì"	"6"	""	"labor"
"唠"	"嘮"	"láo"	"6"	"嘮叨"	"to chatter"
"唠叨"	"嘮叨"	"láodao"	"6"	""	"to prattle"
"老板娘"	"老闆娘"	"lăobănniáng"	"6"	""	"female proprietor"
"老实说"	"老實說"	"lăoshíshuō"	"6"	""	"honestly speaking"
"乐意"	"樂意"	"lèyì"	"6"	""	"to be willing to do sth"
"类似"	"類似"	"lèisì"	"6"	""	"similar"
"冷静"	"冷靜"	"lěngjìng"	"6"	""	"calm"
"冷饮"	"冷飲"	"lěngyĭn"	"6"	""	"cold drink"
"礼品"	"禮品"	"lĭpĭn"	"6"	""	"gift"
"力气"	"力氣"	"lìqi"	"6"	""	"strength"
"立场"	"立場"	"lìchăng"	"6"	""	"position"
"润"	"潤"	"rùn"	"6"	"利潤"	"to moisten"
"利润"	"利潤"	"lìrùn"	"6"	""	"profits"
"联"	"聯"	"lián"	"6"	"聯合"	"to ally"
"联合"	"聯合"	"liánhé"	"6"	""	"to combine"
"联合国"	"聯合國"	"liánhéguó"	"6"	""	"United Nations"
"连接"	"連接"	"liánjiē"	"6"	""	"to link"
"连忙"	"連忙"	"liánmáng"	"6"	""	"promptly"
"连续"	"連續"	"liánxù"	"6"	""	"continuous"
"脸色"	"臉色"	"liănsè"	"6"	""	"complexion"
"粮"	"糧"	"liáng"	"6"	"糧食"	"grain"
"粮食"	"糧食"	"liángshí"	"6"	""	"foodstuff"
"俩"	"倆"	"liăng"	"6"	""	"two (colloquial equivalent of 兩個|两个)"
